request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 7 December 2024. This leaves at least EUR 1,400 available."
request_179,21593923.4,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Please pay the full amount of IDR 41,648,000 on 15 July 2025. Making the payment earlier would reduce the balance below the minimum required amount of IDR 41,430,800."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Make a payment of INR 66,500 today. After this payment, you will still have at least INR 37,300 available for the next 90 days."
request_181,251.9175,not_affordable,not_recommended,none,,none,"Do not make this payment by 7 April 2024. None of the available options will maintain the USD 2,000 minimum protection."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Make a payment of ZAR 65,714 today. After this payment, you will still have at least ZAR 31,100 available for use during the next 90 days."
request_183,22591425.9875,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 June 2026. None of the available options will maintain the minimum protected amount of IDR 11,878,300."
request_184,5677.7175,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 July 2024. None of the available options will maintain the minimum protected amount of INR 110,800."
request_185,396.535,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Please pay the full amount of EUR 1,257.30 on 15 January 2026. Paying before this date would reduce the balance below the required minimum of EUR 1,300."
request_186,11473.06,affordable_later,wait,2026-01-15:26554,2026-01-15,none,"Make a full payment of ZAR 26,554 on 15 January 2026. Paying before this date would reduce the balance to less than the required minimum of ZAR 22,000."
request_187,36899.05,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Make a full payment of INR 187,500 on 15 November 2024. Paying before this date would reduce the balance to less than the required minimum of INR 128,300."
request_188,166.265,not_affordable,not_recommended,none,,none,Do not make this payment by 4 March 2025. None of the available options will maintain the minimum protection of EUR 900.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,"Make a payment of EUR 488.40 today. After this payment, you will still have at least EUR 400 available for use during the next 90 days."
request_190,497.6625,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Please pay the full amount of EUR 2,557.50 on 15 February 2025. Paying before this date would reduce the balance below the required minimum of EUR 1,600."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"Make a payment of EUR 664.40 today. After this payment, you will still have at least EUR 500 available for the next 90 days."
request_192,135.995,not_affordable,not_recommended,none,,none,"Avoid making this payment by 11 May 2026, as none of the options available will maintain the minimum protection of USD 1,000."
request_193,13.1875,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000 available."
request_194,32175.2825,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Make a full payment of INR 132,800 on 23 October 2025. Paying before this date would reduce the balance to less than the required minimum of INR 113,600."
request_195,953.4175,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,"Make a payment of EUR 762.30 today. After this payment, you will still have at least EUR 500 available for the next 90 days."
request_197,49969145.7225,affordable_with_plan,partial_payment,2025-11-05:49969145.72|2026-01-15:969854.28,2026-01-15,none,"Please pay IDR 49,969,145.72 today, and then pay the remaining IDR 969,854.28 on 15 January 2026. This will fulfill the entire payment request and maintain the minimum protected amount of IDR 26,245,900."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Make a payment of INR 185,800 today. After this payment, you will still have at least INR 124,300 available for the next 90 days."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Make a payment of IDR 21,717,000 today. After this payment, you will have at least IDR 20,114,600 remaining to use over the next 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Make a payment of IDR 23,997,000 today. After this payment, you will still have at least IDR 17,304,500 available to use over the next 90 days."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Make a payment of INR 123,900 today. After this payment, you will still have at least INR 147,800 available to use within the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available."
request_204,549.8325,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Please pay the full amount of EUR 588.74 on 15 January 2026. Paying before this date would reduce the balance below the required minimum of EUR 1,300."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Make a payment of IDR 10,621,000 today. After this payment, you will still have at least IDR 13,994,300 available for the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Make three payments of EUR 486.96 each, beginning on 3 August 2025. After these payments, you will still have at least EUR 900 remaining."
request_207,6635.775,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Make a full payment of ZAR 11,830 on 15 July 2026. Paying before this date would reduce the balance to less than the required minimum of ZAR 13,600."
request_208,3008738.0125,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Please pay the full amount of IDR 4,413,000 on 15 June 2024. Paying before this date would reduce the balance below the minimum required amount of IDR 10,470,700."
request_209,1450.2475,not_affordable,not_recommended,none,,none,"Do not make this payment by 25 November 2025. None of the available options will maintain the minimum protected amount of ZAR 18,400."
request_210,797.625,affordable_with_plan,partial_payment,2026-04-06:797.63|2026-04-15:562.39,2026-04-15,none,"Please pay USD 797.63 today and the remaining USD 562.39 on 15 April 2026. This will fulfill the entire request and ensure that the USD 2,000 minimum remains protected."
request_211,320.3275,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Please pay the full amount of EUR 1,788.60 on 15 November 2024. Making a payment before this date would reduce the balance below the required minimum of EUR 1,500."
request_212,5591967.99,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 February 2025. None of the available options will maintain the minimum protected amount of IDR 29,579,800."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 21 January 2026. This leaves at least USD 2,100 available."
request_214,41583.325,affordable_with_plan,partial_payment,2024-12-04:41583.32|2024-12-15:28166.68,2024-12-15,none,"Please pay INR 41,583.32 today, and then pay the remaining INR 28,166.68 on 15 December 2024. This will fulfill the entire request and ensure that the minimum amount of INR 174,900 is protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available."
request_216,459.3275,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Please pay the full amount of USD 3,332.40 on 15 September 2026. Paying before this date would reduce the balance to less than the minimum required amount of USD 1,800."
request_217,18995.7125,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 May 2024. None of the available options will maintain the minimum protected amount of ZAR 26,800."
request_218,26753675.14,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available."
request_219,1344.23,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026. This leaves at least EUR 1,100 available."
request_220,49.3175,not_affordable,not_recommended,none,,none,"Do not make this payment by 3 July 2024. None of the available options will maintain the minimum protection of EUR 1,100."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Make a payment of INR 109,800 today. After this payment, you will still have at least INR 81,500 available to use over the next 90 days."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Make a payment of ZAR 34,078 today. After this payment, you will still have at least ZAR 27,300 available to use over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"Make a payment of EUR 898.70 today. After this payment, you will still have at least EUR 800 available for use during the next 90 days."
request_224,9665877.0075,affordable_with_plan,partial_payment,2025-02-04:9665877.01|2025-02-15:661122.99,2025-02-15,none,"Make a payment of IDR 9,665,877.01 today, and then pay the remaining IDR 661,122.99 on 15 February 2025. This will fulfill the entire request and maintain the minimum protected amount of IDR 22,187,600."
request_225,10747024.8375,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 September 2026. None of the available options will maintain the minimum protected amount of IDR 17,670,700."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Make a payment of INR 157,000 today. After this payment, you will still have at least INR 209,400 available to use over the next 90 days."
request_227,16682.4,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 June 2025. None of the available options will maintain the minimum protection of INR 62,900."
request_228,4104196.1325,affordable_later,wait,2026-05-15:63327000,2026-05-15,none,"Make a full payment of IDR 63,327,000 on 15 May 2026. Paying before this date would reduce the balance below the required minimum of IDR 26,191,200."
request_229,420.27,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 May 2024. None of the available options will keep the EUR 1,000 minimum protected."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Make a payment of EUR 3,537.60 today. After this payment, you will still have at least EUR 2,000 available to use over the next 90 days."
request_231,29592.3425,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 March 2026. None of the available options will maintain the minimum protected amount of ZAR 24,300."
request_232,596.25,affordable_later,wait,2024-08-15:1970.10,2024-08-15,none,"Please pay the full amount of EUR 1,970.10 on 15 August 2024. Making a payment before this date would reduce the balance below the required minimum of EUR 2,400."
request_233,3669544.6125,affordable_with_plan,partial_payment,2025-11-07:3669544.61|2025-12-15:2571455.39,2025-12-15,none,"Please pay IDR 3,669,544.61 today, and then pay the remaining IDR 2,571,455.39 on 15 December 2025. This will fulfill the full request and maintain the minimum protected amount of IDR 10,365,700."
request_234,255.95,affordable_later,wait,2026-09-15:1213.30,2026-09-15,none,"Please pay the full amount of EUR 1,213.30 on 15 September 2026. Making a payment before this date would reduce the balance to less than the minimum required EUR 700."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,"Make a payment of USD 967.20 today. After this payment, you will still have at least USD 700 available for the next 90 days."
request_236,5403187.71,not_affordable,not_recommended,none,,none,"Do not approve the request for IDR 52,383,000. Even though IDR 5,403,187.71 is available today, it is not possible to safely secure the entire amount within 90 days."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Make a payment of IDR 23,826,000 today. After this payment, you will have at least IDR 22,431,500 remaining to use over the next 90 days."
request_238,530.84,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2025-01-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700 available."
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,"Make a payment of USD 642 today. After this payment, you will still have at least USD 600 available to use during the next 90 days."
request_240,12873.5775,not_affordable,not_recommended,none,,none,"Do not approve the INR 101,200 request. Even though INR 12,873.58 is available today, it is not possible to safely provide the full amount within 90 days."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,32.8475,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options will maintain the EUR 600 minimum protection.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Make a payment of ZAR 17,468 today. After this payment, you will still have at least ZAR 19,900 available to use over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Make a payment of ZAR 49,918 today. After this payment, you will still have at least ZAR 45,900 available to use during the next 90 days."
request_245,32694.95,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Make a full payment of INR 128,500 on 15 January 2026. Paying before this date would reduce the balance to less than the required minimum of INR 94,600."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Make three payments of ZAR 22,216.48 each, beginning on 3 April 2026. After these payments, you will still have at least ZAR 39,300 remaining."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Make a payment of EUR 1,059.30 today. After this payment, you will still have at least EUR 1,300 available to use over the next 90 days."
request_248,930.55,affordable_with_plan,partial_payment,2025-02-07:930.55|2025-04-15:1035.05,2025-04-15,none,"Please pay USD 930.55 today, and then pay the remaining USD 1,035.05 on 15 April 2025. This will fulfill the entire request and ensure that the USD 1,300 minimum is maintained."
request_249,136.2025,affordable_later,wait,2026-02-04:643.20,2026-02-04,none,Please pay the full amount of USD 643.20 on 4 February 2026. Paying before this date would reduce the balance to less than the required minimum of USD 600.
request_250,14867.205,not_affordable,not_recommended,none,,none,"Do not approve the request for ZAR 124,278. While ZAR 14,867.21 is available today, it is not possible to safely provide the entire amount within 90 days."
request_251,1513.6,not_affordable,not_recommended,none,,none,"Do not make this payment by 6 June 2025. None of the available options will keep the EUR 1,300 minimum protected."
request_252,4613797.14,affordable_later,wait,2026-09-15:28082000,2026-09-15,none,"Please pay the full amount of IDR 28,082,000 on 15 September 2026. Making a payment before this date would reduce the balance below the required minimum of IDR 15,152,200."
request_253,1337.3675,not_affordable,not_recommended,none,,none,"Do not make this payment by 1 June 2024. None of the available options will maintain the EUR 2,300 minimum protection."
request_254,842.86,affordable_later,wait,2025-10-15:3535.20,2025-10-15,none,"Please pay the full amount of USD 3,535.20 on 15 October 2025. Making a payment before this date would reduce the balance to less than the required minimum of USD 2,500."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Make a payment of IDR 3,345,000 today. After this payment, you will still have at least IDR 9,813,900 available to use over the next 90 days."
request_256,147667.695,not_affordable,not_recommended,none,,none,"Do not make this payment by 19 August 2024. None of the available options will maintain the minimum protected amount of INR 168,600."
request_257,401.1875,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Please pay the full amount of USD 1,352.40 on 15 January 2026. Paying before this date would reduce the balance to less than the required minimum of USD 1,600."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Make a payment of USD 1,113.60 today. After this payment, you will still have at least USD 500 available for the next 90 days."
request_259,488.6,affordable_later,wait,2024-10-15:935,2024-10-15,none,Please pay the full amount of EUR 935 on 15 October 2024. Making a payment before this date would reduce the balance to less than the required minimum of EUR 600.
request_260,6885208.8425,affordable_with_plan,partial_payment,2025-02-06:6885208.84|2025-02-15:45193791.16,2025-02-15,none,"Please pay IDR 6,885,208.84 today, and then pay the remaining IDR 45,193,791.16 on 15 February 2025. This will fulfill the entire request and maintain the minimum protected amount of IDR 20,727,700."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Make a payment of EUR 1,830.40 today. After this payment, you will still have at least EUR 1,500 available for the next 90 days."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Make a payment of IDR 9,236,000 today. After this payment, you will still have at least IDR 31,018,500 available to use over the next 90 days."
request_263,5265.1325,affordable_with_plan,partial_payment,2025-05-07:5265.13|2025-06-15:46280.87,2025-06-15,none,"Make a payment of ZAR 5,265.13 today, and then pay the remaining amount of ZAR 46,280.87 on 15 June 2025. This will fulfill the entire request while ensuring that the minimum protected amount of ZAR 24,100 is maintained."
request_264,22370.8525,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Make a full payment of INR 111,300 on 15 June 2026. Paying before this date would reduce the balance to less than the minimum required amount of INR 59,500."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"Make a payment of INR 45,970 today. After this payment, you will still have at least INR 189,700 available to use over the next 90 days."
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Make three payments of EUR 324.13 each, beginning on 3 August 2025. After these payments, you will still have at least EUR 900 remaining."
request_267,1600.575,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 March 2026. None of the available options will maintain the minimum protected amount of EUR 1,500."
request_268,1020.945,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400 available."
request_269,9152.33,affordable_later,wait,2025-12-15:15490,2025-12-15,none,"Make a full payment of ZAR 15,490 on 15 December 2025. Paying before this date would reduce the balance to less than the required minimum of ZAR 23,100."
request_270,74.39,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 August 2026. None of the available options will maintain the USD 1,400 minimum protection."
request_271,16059.7075,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Make a full payment of INR 91,300 on 15 November 2024. Paying before this date would reduce the balance to less than the minimum required amount of INR 58,200."
request_272,5911112.46,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,9303601.41,affordable_with_plan,partial_payment,2026-04-07:9303601.41|2026-04-15:6557398.59,2026-04-15,none,"Make a payment of IDR 9,303,601.41 today, and then pay the remaining IDR 6,557,398.59 on 15 April 2026. This will fulfill the entire request and maintain the minimum protected amount of IDR 18,774,600."
request_274,2107.545,not_affordable,not_recommended,none,,none,"Do not make this payment by 11 February 2025. None of the available options will maintain the EUR 1,800 minimum protection."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Make a payment of IDR 15,884,000 today. After this payment, you will have at least IDR 12,760,100 remaining to use over the next 90 days."
